"fit_time","score_time","test_RMSE","train_RMSE","test_MAE","train_MAE","test_R2","train_R2","test_r","train_r","test_Rho","train_Rho","beh","reliability_r","reliability_icc2","reliability_icc2_upper","reliability_icc2_lower"
34.7370904016495,4.27517205238342,-119.400280173638,-70.5542728469845,94.829164558959,-55.8639826997135,-0.071323995707577,0.619474157120311,0.0331406597988928,0.929080860696085,0.0392056776950372,0.918882681593354,"WM_Task_0bk_Median_RT",0.689641711026871,0.667233270755629,0.800686253445581,0.471408969270672
34.3623897409439,4.3374706363678,-283.664474726378,-178.258765127846,223.942966228443,-141.065657594828,-0.0491739571106672,0.585064582445979,0.054415464436151,0.914350350485253,0.0488595290845873,0.905815450922237,"Language_Task_Math_Median_RT",0.256968310349772,0.255471054706969,0.505305592703457,-0.0332557543447721
49.9639865589142,6.46022136211395,-315.52353736659,-192.627342465966,247.389017023357,-151.283862913045,-0.0498847719337654,0.601651841817119,0.0715742039651585,0.915040344941045,0.0956684501533277,0.907895289329871,"Language_Task_Story_Median_RT",0.363066735126237,0.360037621112672,0.586244373544885,0.0824941316510978
49.9517653942108,6.46870578289032,-9.2768429183846,-5.82169471114328,7.4635158976238,-4.67510465901887,-0.0299326295905703,0.592453034656212,0.0852180779675919,0.916545941239545,0.0791749692234945,0.884961354872342,"Social_Task_Perc_Random",0.554436008787431,0.542290375676088,0.716711629187142,0.30577318927521
49.6932802152634,6.34885272502899,-6.82660609117678,-4.35236995224006,4.51598147235166,-2.9007641036247,-0.065494249377612,0.567119551855377,0.0059977759792739,0.908419693725969,0.008525787749159,0.801334712717254,"Social_Task_Perc_TOM",0.453649917419272,0.430038268605199,0.638042660991083,0.164326602677443
36.102181596756,4.55838342666626,-260.142033905456,-161.557104402834,206.600283445186,-128.088143916229,-0.0455371387616235,0.593739230124216,0.0531933741846417,0.92338911575433,0.0501521601726542,0.917964894729335,"Relational_Task_Match_Median_RT",0.562007216749749,0.505706952253401,0.691112508257869,0.259885307382709
34.5516007471085,4.31603093147278,-17.5683973689533,-11.0918920621181,14.6784051979807,-9.2590991764383,0.0224331914260572,0.619568401335151,0.20598210865023,0.906429907373194,0.20258329231778,0.913427054980189,"Relational_Task_Rel_Acc",0.602738223922567,0.542707866810269,0.719859986340452,0.296704686177506
34.4484267902374,4.31045104026794,-434.981407022431,-268.111916853317,349.325471919245,-214.72512950336,-0.0737276003673145,0.590084185783648,-0.0023589935769496,0.924187310217576,0.0017897758051273,0.917085146960425,"Relational_Task_Rel_Median_RT",0.651719594620788,0.604727231450344,0.764536447018026,0.367506849488687
34.7693262434006,4.3395367193222,-130.190709697582,-81.5509633484633,103.113965942632,-64.8014447161611,-0.0557602231864821,0.576013556683674,0.0305670339521235,0.906502429604641,0.0407372336863465,0.891594553224765,"Emotion_Task_Face_Median_RT",0.622658081954111,0.579842216654891,0.744094349681046,0.348453595641575
49.7354184913635,6.41717388153076,-110.249527006996,-71.8789665334691,87.4588886626459,-57.3216067840353,-0.0337795928277499,0.579654320742811,0.0880618822649478,0.90049028098555,0.090983588516682,0.885309936260838,"Emotion_Task_Shape_Median_RT",0.692108699058658,0.654478939257425,0.794078442398816,0.447087681782395
49.5505015468597,6.39299739360809,-108.651849855023,-69.0249024009968,87.7094820299274,-55.6522547623971,-0.0631306905846616,0.573275020162695,0.019125867393834,0.90892087833114,0.0338111334096911,0.893761460246196,"Gambling_Task_Median_RT_Larger",0.675486277734639,0.660614411118908,0.79663088267403,0.461217553577518
49.9123086929321,6.36925989627838,-0.032032264072815,-0.021006733830789,0.0251015092062777,-0.0163913186392311,-0.0128405654914167,0.576559664160912,0.115479335380738,0.910159865667718,0.110389547886088,0.877193428829927,"SCPT_SPEC_log",0.738399388357534,0.716776105547679,0.833658529926044,0.536607805146857
30.9703144407272,3.91536424636841,-0.122607979778364,-0.076593953230802,0.0968202389341295,-0.0603738849237712,0.0288963261034059,0.62164559342792,0.211675147021343,0.904699295225554,0.185062582792682,0.859753891262157,"WM_Task_2bk_Acc_log",0.784549220311831,0.731854120718348,0.853648027361693,0.507703959435271
34.6303614377975,4.32104967594147,-0.119052886296438,-0.0735723981083342,0.097136891040475,-0.0602539877526917,-0.0190878283204925,0.603551894544762,0.112648655962413,0.912229612103443,0.10777623774674,0.90632685928272,"Language_Task_Math_Acc_log",0.742979288421338,0.707635120587827,0.831658234566395,0.507008855850471
35.2329290866852,4.36308406829834,-0.345886195980136,-0.211426450387347,0.277116676191151,-0.169761915094782,-0.0397233140501592,0.598426133877424,0.0781665701765432,0.914687337572555,0.0772136154252051,0.910080558172142,"Social_Task_Median_RT_Random_log",0.243094020720996,0.253908604482894,0.504062394507821,-0.0349296723171873
29.4084836959839,3.49325983524322,-0.273256663371355,-0.172907424364451,0.220135247265772,-0.139925884339158,-0.0237951370540693,0.598460992738139,0.10524512346805,0.921340231876547,0.101258819227888,0.912969658045616,"Social_Task_Median_RT_TOM_log",0.507453090135127,0.508397489700632,0.693893668201472,0.26042593142426
30.9897072410584,3.91447778224945,-0.131707971894444,-0.0753865178331125,0.0979723005345892,-0.0563554187782266,-0.0460291248508015,0.628376223601878,0.0869424049973509,0.926454976343308,0.104827106904246,0.871831151801226,"Relational_Task_Match_Acc_log",0.568693430944509,0.520044504360945,0.707885764865915,0.255821821520912
39.3390915632248,4.94143839836121,-0.265227222990031,-0.168970657732899,0.216599376637149,-0.138643722983433,-0.0509395872085086,0.580279244092706,0.0464720863935205,0.910897081124458,0.0569896949985393,0.907644015081411,"Gambling_Task_Median_RT_Smaller_log",0.635342263488614,0.648042421774533,0.788216635592381,0.444676441768484
